seed;first_repeat_seed;first_repeat_right_or_wrong;seconds_for_input_each_seed;seconds_for_input_total;second_repeat_seed;second_repeat_right_or_wrong;seconds_for_input_each_seed;seconds_for_input_total
12;11;False;[2.670490026473999, 0.14746403694152832];2.81795406342;12;True;[1.4135370254516602, 0.09899115562438965];1.51252818108;Null;Null;0;0
1234;1234;True;[0.8524951934814453, 0.2999448776245117, 0.8325490951538086, 0.35444188117980957];2.33943104744;Null;Null;0;0;Null;Null;0;0
12;12;True;[0.4857058525085449, 0.08073997497558594];0.566445827484;Null;Null;0;0;Null;Null;0;0
1234;1234;True;[0.618549108505249, 0.21586084365844727, 0.5511269569396973, 0.39940810203552246];1.78494501114;Null;Null;0;0;Null;Null;0;0
